relpath,sha1,size,mtime,mime
logs/run_20250509_105256_nixos/run_v2_2.1_broadcast_all_np2.log,92e5c242a2b265b36eaa87e7c81d0b12391f9652,99,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_105256_nixos/make_v4.log,363ee91751f21600055706a266effce475f80b71,1978,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_105256_nixos/run_v2_2.2_scatter_halo_np1.log,aa7f3e2739793ad902c0795b30815c1439ce4059,99,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_105256_nixos/make_v3.log,a08cf38fc1f6bf55e9bbc2df95c3be87b9d2fbd1,367,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_105256_nixos/run_v1_np1.log,aec437107df446ed41019ed484c1a46ee044fe6a,894,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_105256_nixos/run_v4_np1.log,ac4c90b41c62f46aca13a188c5e3a0baddfb72c6,196,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_105256_nixos/run_v2_2.2_scatter_halo_np4.log,0bb0f16d7362aaf72d91d4fd802a9a0a6f7e8b0c,214,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_105256_nixos/make_v1.log,6fc0d870f93c28cc5a8269198e47d12cbfa580a8,353,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_105256_nixos/make_v2_2.2_scatter_halo_np1.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_105256_nixos/run_v2_2.2_scatter_halo_np2.log,ec50097bf9d3d302f877e466113dcd9a47e123f3,215,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_105256_nixos/run_v2_2.1_broadcast_all_np1.log,6bd4e3b37abc8f1048fd1888672ba58affec0f55,99,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_105256_nixos/make_v2_2.1_broadcast_all_np1.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_105256_nixos/run_v3_np1.log,2af2712fc2b8fb75468b4b68cb8b79a16f5029c5,162,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_105256_nixos/run_v4_np4.log,3960b50e4d35dffaed282e05f772eaf9cd524a8c,195,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/make_v2_2.2_scatter_halo_np2.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/make_v2_2.1_broadcast_all_np2.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/run_v2_2.1_broadcast_all_np4.log,7620e13b82049a8b387acfa711e3f99f190b8b41,99,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/make_v2_2.2_scatter_halo_np4.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/run_v4_np2.log,cd7c15c8348a0eb4c9406e393c73358febf4ab1d,934,2025-05-09 11:58:06.713176,application/octet-stream
logs/run_20250509_114103_nixos/make_v2_2.1_broadcast_all_np4.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/run_v2_2.1_broadcast_all_np2.log,8d6e067ff9f2f8662a1b58a0a64d3b688eed61ff,99,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/make_v4.log,adb98b51e2a6ee6169639e39304a38502392a543,1838,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/run_v2_2.2_scatter_halo_np1.log,349e16e007b10dd89c1b3284606bd95c6e505c37,99,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/make_v3.log,02b05e57fcb51159950ff514b8f6aa625033fdcd,405,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/run_v1_np1.log,d80590ae4625cc57a4d04e629ba04112edad27b0,891,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/run_v4_np1.log,3be2980162255c4f18b12de57ce64e43e110060f,853,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/run_v2_2.2_scatter_halo_np4.log,5385a0d2cb44f363ebb69b4bda85de03635c268e,215,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/make_v1.log,6fc0d870f93c28cc5a8269198e47d12cbfa580a8,353,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/make_v2_2.2_scatter_halo_np1.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/run_v2_2.2_scatter_halo_np2.log,51a14a1d6652d91525efd01fa8560e8d77b18a75,215,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/run_v2_2.1_broadcast_all_np1.log,3f6da443ddd7097628292b216ae69bbe3ca7caf6,99,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/make_v2_2.1_broadcast_all_np1.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/run_v3_np1.log,0a5d9a06badb2fc17682467ef3a1a5cb129ca938,162,2025-05-09 11:58:06.713176,text/plain
logs/run_20250509_114103_nixos/run_v4_np4.log,156b6bc0555c7c96c9e3ee5438bdd2a8e479d3da,1094,2025-05-09 11:58:06.713176,application/octet-stream
logs/multirun_20250509_123153_nixos/main_orchestration.log,d56b5fce7aa28210fa980df552eb8e20fcb64bd2,4468,2025-05-09 16:17:49.383529,text/plain
logs/multirun_20250509_123153_nixos/mpi_cluster_hosts.txt,635a3f00bd10f1b3bd7427a034f1be5d708b5507,43,2025-05-09 16:17:49.383529,text/plain
logs/multirun_20250509_123153_nixos/make_v4_mpi_cuda_multi_arch.log,60313d908643c904dde77bafe9d3378f45cfe67a,3211,2025-05-09 16:17:49.383529,text/plain
logs/multirun_20250509_123153_nixos/run_v4_mpi_cuda_multi_np2.log,b550fbfd6a6b83bc2189510a3fefba6553da9649,296,2025-05-09 16:17:49.383529,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np2.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 11:58:20.711777,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np2.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 11:58:14.905894,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np4.log,d09462a800f6d7fa70e00706c762dca0da60e974,100,2025-05-09 11:58:16.812632,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np4.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 11:58:22.973969,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/run_v4_np2.log,31437c99745cc3c99814b2384785cd9cf76c5564,195,2025-05-09 11:58:34.131955,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np4.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 11:58:17.417029,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np2.log,ae70c2772d8494b7520335e55ad69a5545d64275,99,2025-05-09 11:58:16.240928,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/make_v4.log,34792a36aadaf868f04f3a28979a82c443260469,5054,2025-05-09 11:58:32.270036,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np1.log,45ae789e7095eb7b215ff8e319798c1e27c1e09b,98,2025-05-09 11:58:19.291980,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/make_v3.log,ba67f2e8756360d5d4c7228f1a09c2dd471939d7,405,2025-05-09 11:58:26.231998,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/run_v1_np1.log,7ee8769d168dcc39d9a6d6f9dca043a08f091026,895,2025-05-09 11:58:11.194311,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/run_v4_np1.log,98dd7998eb6080ec652a096a62980e92e7b26927,196,2025-05-09 11:58:33.292477,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np4.log,d6cca11f55b3b84cb9f3fb21d45ea7f30106d922,215,2025-05-09 11:58:23.753759,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/make_v1.log,6fc0d870f93c28cc5a8269198e47d12cbfa580a8,353,2025-05-09 11:58:10.396009,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np1.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 11:58:18.274812,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np2.log,af0839bcfb87b5c64d1f383d1947b63cdb50bb8e,215,2025-05-09 11:58:21.570013,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np1.log,1e10bc9fe977a13eb8b1a465c6b06f5457a863b8,99,2025-05-09 11:58:13.706302,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np1.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 11:58:12.375798,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/run_v3_np1.log,7c8608c90c4025c9fead8c8615cb92f43a920157,162,2025-05-09 11:58:27.054517,text/plain
logs/run_20250509_115808_DESKTOP-B5PMJB5/run_v4_np4.log,6cd618389dcefd923f9b06d85c8fd8ab5b915607,195,2025-05-09 11:58:35.111346,text/plain
logs/run_20250508_185132_nixos/make_v2_2.2_scatter_halo_np2.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/make_v2_2.1_broadcast_all_np2.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/run_v2_2.1_broadcast_all_np4.log,319948edae1cd2f999fedce64066ded0fa8f49ce,99,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/make_v2_2.2_scatter_halo_np4.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/run_v4_np2.log,16c4f132a4c1ed6176313026bcd54ba63f13dca2,195,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/make_v2_2.1_broadcast_all_np4.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/run_v2_2.1_broadcast_all_np2.log,28a1ed0c23e8b623f7a4cca13c914765ebe74376,99,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/make_v4.log,363ee91751f21600055706a266effce475f80b71,1978,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/run_v2_2.2_scatter_halo_np1.log,f74109ae93f6a5ea223463ce6ecbc470f6db264f,99,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/make_v3.log,a08cf38fc1f6bf55e9bbc2df95c3be87b9d2fbd1,367,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/run_v1_np1.log,387691cc3f3233b44c567ad6d52073dcd78fff99,893,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/run_v4_np1.log,b0e623aef84a79209378679822c4a1f6aa89f6ad,196,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/run_v2_2.2_scatter_halo_np4.log,5d3678df20bbc0fa980102fec47ed2b547f5de32,215,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/make_v1.log,6fc0d870f93c28cc5a8269198e47d12cbfa580a8,353,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/make_v2_2.2_scatter_halo_np1.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/run_v2_2.2_scatter_halo_np2.log,1d5bf5c4afbeb94eacefc36d05ef944e1df81b44,215,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/run_v2_2.1_broadcast_all_np1.log,16a3a4f151f730ac4586bbd35f275fd1928f5a4b,99,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/make_v2_2.1_broadcast_all_np1.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/run_v3_np1.log,1a123cf5702e216f919168bea806c571b32474ab,162,2025-05-09 10:47:28.262221,text/plain
logs/run_20250508_185132_nixos/run_v4_np4.log,0028077859e3e81c293cc944cef7349c00f32471,195,2025-05-09 10:47:28.262221,text/plain
logs/fullsuite_20250509_124616_nixos/make_v2_2.2_scatter_halo_np2.log,b592ca27165ad7c861f340de3860fbc4a9de2c94,1009,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/rsync_to_192.168.1.97.log,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,2025-05-09 16:17:49.383529,inode/x-empty
logs/fullsuite_20250509_124616_nixos/make_v2_2.1_broadcast_all_np2.log,c7a8acc523abc42c83fecdbfd580c5593296c6ba,1053,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/main_orchestration.log,e9248c9e4d6097d271e6fdaebbb3d54f9060f1d0,7790,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/run_v4_np2.log,6df6f29bc4f8d668932f9445a99a6eee2bc556f0,296,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/mpi_cluster_hosts.txt,635a3f00bd10f1b3bd7427a034f1be5d708b5507,43,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/run_v2_2.1_broadcast_all_np2.log,d63432d7ba265e9370cb85df35fd23b13242cb36,200,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/make_v4.log,60313d908643c904dde77bafe9d3378f45cfe67a,3211,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/run_v2_2.2_scatter_halo_np1.log,c21e432ab5dd008b6b62df5eba78141a37db9c9f,99,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/make_v3.log,335a110b98d75ff0f33e168192d641e9190adb80,819,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/run_v1_np1.log,d2db5d33d20036056bb9550bc715cf3118a7bfbd,892,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/run_v4_np1.log,1e210bd3bb8689f60e273233b8e24fd34dcee8a1,196,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/make_v1.log,0de80caa4dc71106db588e20f037922ae1bd069e,798,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/make_v2_2.2_scatter_halo_np1.log,b592ca27165ad7c861f340de3860fbc4a9de2c94,1009,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/run_v2_2.2_scatter_halo_np2.log,485af34141fbde04127a414d7a638f9cfef758fa,315,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/run_v2_2.1_broadcast_all_np1.log,ecfd7f03d733f4d5292fbebf4e59e3cb5284ccd2,99,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/make_v2_2.1_broadcast_all_np1.log,c7a8acc523abc42c83fecdbfd580c5593296c6ba,1053,2025-05-09 16:17:49.383529,text/plain
logs/fullsuite_20250509_124616_nixos/run_v3_np1.log,91bad8e5e1d9cc82aefbed8d79b2e1af26b78c41,162,2025-05-09 16:17:49.383529,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np2.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 11:26:08.056444,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np2.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 11:26:02.124605,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np4.log,ba24d03191655b5e1a252ee53f45d1d69f8b7c97,99,2025-05-09 11:26:06.034352,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np4.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 11:26:10.356643,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v4_np2.log,7140bbe08f56af21b5c258f647a58aa1c570d395,194,2025-05-09 11:26:23.006890,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np4.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 11:26:04.610694,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np2.log,3ab932a41a85f426b968c5df231bd924c3739783,99,2025-05-09 11:26:03.410147,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v4.log,60f97241d76ce71afb58f62882a2949b9a0a9423,5113,2025-05-09 11:26:19.888652,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np1.log,f8026da9fc16c6666360632dc6dfa8b441ed5961,99,2025-05-09 11:26:06.625445,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v3.log,ba67f2e8756360d5d4c7228f1a09c2dd471939d7,405,2025-05-09 11:26:13.759242,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v1_np1.log,690bcf0905cd8154f0973e683cb7a1f1c99066c7,891,2025-05-09 11:25:58.363599,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v4_np1.log,5c0358111eebff7afe8a47c4862576818354db92,196,2025-05-09 11:26:22.009072,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np4.log,c348f44837661cfb7d4914f22efda4cb83ecd2a0,215,2025-05-09 11:26:11.172843,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v1.log,6fc0d870f93c28cc5a8269198e47d12cbfa580a8,353,2025-05-09 11:25:57.486818,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np1.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 11:26:05.607846,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np2.log,d93b747f76ebf30d30ba284d19681dce67471106,215,2025-05-09 11:26:08.915044,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np1.log,6eb62b06a6b6b2cf8c30fb1f4c2d1414edc80f03,99,2025-05-09 11:26:00.902809,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np1.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 11:25:59.564146,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v3_np1.log,d2d10a34b2ad60adc593153141fc0d2839c911f7,162,2025-05-09 11:26:14.587601,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v4_np4.log,062cce81362bc72f59fa86102a700b25fc1fbd69,195,2025-05-09 11:26:24.049333,text/plain
